,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best.of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment
3063,33,Paris,French Open,26/05/2015,Grand Slam,Outdoor,Clay,1st Round,5,Mayer L.,Vesely J.,22,41,3,6,7,6,6,3,5,7,6,2,3,2,Completed
3066,33,Paris,French Open,26/05/2015,Grand Slam,Outdoor,Clay,1st Round,5,Arnaboldi A.,Duckworth J.,187,83,4,6,6,7,7,6,7,6,6,0,3,2,Completed
3069,33,Paris,French Open,26/05/2015,Grand Slam,Outdoor,Clay,1st Round,5,Berlocq C.,Marchenko I.,111,127,4,6,3,6,6,3,7,5,6,2,3,2,Completed
3076,33,Paris,French Open,26/05/2016,Grand Slam,Outdoor,Clay,2nd Round,5,Bedene A.,Carreno Busta P.,66,43,7,6,6,3,4,6,5,7,6,2,3,2,Completed
3086,33,Paris,French Open,26/05/2016,Grand Slam,Outdoor,Clay,2nd Round,5,Tsonga J.W.,Baghdatis M.,7,39,6,7,3,6,6,3,6,2,6,2,3,2,Completed
3094,31,Paris,French Open,27/05/2002,Grand Slam,Outdoor,Clay,1st Round,5,Arthurs W.,Roddick A.,91,14,4,6,7,6,4,6,7,5,6,3,3,2,Completed
3105,31,Paris,French Open,27/05/2002,Grand Slam,Outdoor,Clay,1st Round,5,de Chaunac S.,Chang M.,173,93,4,6,4,6,6,4,6,2,6,4,3,2,Completed
3107,31,Paris,French Open,27/05/2002,Grand Slam,Outdoor,Clay,1st Round,5,El Aynaoui Y.,Gambill J.M.,18,53,3,6,6,3,6,4,3,6,6,4,3,2,Completed
3108,31,Paris,French Open,27/05/2002,Grand Slam,Outdoor,Clay,1st Round,5,Enqvist T.,Massa E.,21,112,4,6,4,6,6,3,6,2,6,4,3,2,Completed
3119,31,Paris,French Open,27/05/2002,Grand Slam,Outdoor,Clay,1st Round,5,Kafelnikov Y.,Behrend T.,5,157,6,3,6,2,3,6,6,7,6,1,3,2,Completed
3120,31,Paris,French Open,27/05/2002,Grand Slam,Outdoor,Clay,1st Round,5,Knippschild J.,Lee H.T.,277,120,6,4,1,6,3,6,7,6,6,1,3,2,Completed
3123,31,Paris,French Open,27/05/2002,Grand Slam,Outdoor,Clay,1st Round,5,Labadze I.,Boutter J.,86,46,7,6,5,7,6,7,6,3,9,7,3,2,Completed
3124,31,Paris,French Open,27/05/2002,Grand Slam,Outdoor,Clay,1st Round,5,Lopez F.,Perez D.,111,184,4,6,6,4,6,2,4,6,6,4,3,2,Completed
3128,31,Paris,French Open,27/05/2002,Grand Slam,Outdoor,Clay,1st Round,5,Martin T.,Vassallo-Arguello M.,42,140,6,2,7,5,3,6,4,6,7,5,3,2,Completed
3129,31,Paris,French Open,27/05/2002,Grand Slam,Outdoor,Clay,1st Round,5,Mathieu P.H.,Ferreira W.,107,43,6,4,6,7,5,7,6,2,6,0,3,2,Completed
3131,31,Paris,French Open,27/05/2002,Grand Slam,Outdoor,Clay,1st Round,5,Montanes A.,Dupuis A.,54,80,6,7,6,4,3,6,6,2,7,5,3,2,Completed
3136,31,Paris,French Open,27/05/2002,Grand Slam,Outdoor,Clay,1st Round,5,Ogorodov O.,Hipfl M.,144,90,6,7,6,1,2,6,7,5,9,7,3,2,Completed
3138,31,Paris,French Open,27/05/2002,Grand Slam,Outdoor,Clay,1st Round,5,Philippoussis M.,Varlet J.,130,229,1,6,6,7,6,4,7,6,6,3,3,2,Completed
3140,31,Paris,French Open,27/05/2002,Grand Slam,Outdoor,Clay,1st Round,5,Puerta M.,Pless K.,199,71,6,3,1,6,7,6,5,7,6,3,3,2,Completed
3146,31,Paris,French Open,27/05/2002,Grand Slam,Outdoor,Clay,1st Round,5,Santoro F.,Norman M.,26,161,6,2,5,7,3,6,6,4,6,4,3,2,Completed
3147,31,Paris,French Open,27/05/2002,Grand Slam,Outdoor,Clay,1st Round,5,Saretta F.,Marach O.,72,271,6,2,6,2,4,6,6,7,6,4,3,2,Completed
3150,31,Paris,French Open,27/05/2002,Grand Slam,Outdoor,Clay,1st Round,5,Spadea V.,Pioline C.,88,92,4,6,6,4,6,4,3,6,6,4,3,2,Completed
3151,31,Paris,French Open,27/05/2002,Grand Slam,Outdoor,Clay,1st Round,5,Srichaphan P.,Sluiter R.,67,85,5,7,6,2,6,7,6,4,6,4,3,2,Completed
3153,31,Paris,French Open,27/05/2002,Grand Slam,Outdoor,Clay,1st Round,5,Vicente F.,Ljubicic I.,61,35,4,6,6,1,7,6,4,6,6,3,3,2,Completed
3164,31,Paris,French Open,27/05/2002,Grand Slam,Outdoor,Clay,2nd Round,5,Ferrero J.C.,Coutelot N.,11,87,6,2,5,7,1,6,6,2,6,0,3,2,Completed
3171,31,Paris,French Open,27/05/2002,Grand Slam,Outdoor,Clay,2nd Round,5,Kuerten G.,Sanguinetti D.,7,50,6,7,6,2,4,6,6,4,6,3,3,2,Completed
3182,31,Paris,French Open,27/05/2002,Grand Slam,Outdoor,Clay,2nd Round,5,Safin M.,Rochus O.,2,60,4,6,6,2,3,6,6,3,6,3,3,2,Completed
3184,31,Paris,French Open,27/05/2002,Grand Slam,Outdoor,Clay,2nd Round,5,Spadea V.,Voinea A.,88,59,6,4,4,6,2,6,7,6,8,6,3,2,Completed
3189,31,Paris,French Open,27/05/2002,Grand Slam,Outdoor,Clay,3rd Round,5,Canas G.,Moya C.,17,19,4,6,7,6,6,7,6,1,6,2,3,2,Completed
3190,31,Paris,French Open,27/05/2002,Grand Slam,Outdoor,Clay,3rd Round,5,Corretja A.,Clement A.,20,47,6,1,6,2,4,6,5,7,8,6,3,2,Completed
3204,31,Paris,French Open,27/05/2002,Grand Slam,Outdoor,Clay,4th Round,5,Agassi A.,Mathieu P.H.,4,107,4,6,3,6,6,3,6,3,6,3,3,2,Completed
3208,31,Paris,French Open,27/05/2002,Grand Slam,Outdoor,Clay,4th Round,5,Ferrero J.C.,Gaudio G.,11,34,6,7,6,1,6,7,6,2,6,4,3,2,Completed
3213,31,Paris,French Open,27/05/2002,Grand Slam,Outdoor,Clay,Quarterfinals,5,Costa A.,Canas G.,22,17,7,5,3,6,6,7,6,4,6,0,3,2,Completed
3219,31,Paris,French Open,27/05/2003,Grand Slam,Outdoor,Clay,1st Round,5,Costa A.,Roitman S.,9,134,6,7,2,6,7,5,6,2,6,2,3,2,Completed
3245,31,Paris,French Open,27/05/2003,Grand Slam,Outdoor,Clay,1st Round,5,Browne F.,Rochus O.,147,59,4,6,2,6,6,1,6,1,6,3,3,2,Completed
3249,31,Paris,French Open,27/05/2003,Grand Slam,Outdoor,Clay,1st Round,5,Vicente F.,Waske A.,63,116,3,6,6,2,7,5,1,6,6,3,3,2,Completed
3258,30,Paris,French Open,27/05/2004,Grand Slam,Outdoor,Clay,2nd Round,5,Verkerk M.,Hanescu V.,19,66,4,6,6,3,3,6,6,0,3,0,2,2,Retired
3262,30,Paris,French Open,27/05/2004,Grand Slam,Outdoor,Clay,2nd Round,5,Gaudio G.,Novak J.,44,14,2,6,6,4,6,4,5,7,6,3,3,2,Completed
3269,31,Paris,French Open,27/05/2005,Grand Slam,Outdoor,Clay,3rd Round,5,Grosjean S.,Stepanek R.,24,17,6,1,4,6,3,6,6,3,6,4,3,2,Completed
3271,31,Paris,French Open,27/05/2005,Grand Slam,Outdoor,Clay,3rd Round,5,Moya C.,Vicente F.,15,155,6,4,7,6,6,7,0,6,6,4,3,2,Completed
3294,31,Paris,French Open,27/05/2009,Grand Slam,Outdoor,Clay,2nd Round,5,Ferrer D.,Kiefer N.,14,37,6,3,5,7,6,4,3,6,6,2,3,2,Completed
3295,31,Paris,French Open,27/05/2009,Grand Slam,Outdoor,Clay,2nd Round,5,Ouanna J.,Safin M.,134,22,7,6,7,6,4,6,3,6,7,6,3,2,Completed
3304,31,Paris,French Open,27/05/2010,Grand Slam,Outdoor,Clay,2nd Round,5,Monfils G.,Fognini F.,15,92,6,2,6,4,5,7,4,6,7,9,3,2,Completed
3310,31,Paris,French Open,27/05/2011,Grand Slam,Outdoor,Clay,3rd Round,5,Wawrinka S.,Tsonga J.W.,14,17,4,6,6,7,7,6,6,2,6,3,3,2,Completed
3317,32,Paris,French Open,27/05/2012,Grand Slam,Outdoor,Clay,1st Round,5,Wawrinka S.,Cipolla F.,21,75,6,3,6,3,4,6,3,6,6,2,3,2,Completed
3319,32,Paris,French Open,27/05/2012,Grand Slam,Outdoor,Clay,1st Round,5,Andujar P.,Hanescu V.,36,146,6,1,2,6,1,6,6,3,6,1,3,2,Completed
3321,32,Paris,French Open,27/05/2012,Grand Slam,Outdoor,Clay,1st Round,5,Muller G.,Sijsling I.,54,122,2,6,7,5,3,6,6,4,8,6,3,2,Completed
3322,32,Paris,French Open,27/05/2012,Grand Slam,Outdoor,Clay,1st Round,5,Berrer M.,Melzer J.,114,32,6,7,4,6,6,2,6,2,6,3,3,2,Completed
3326,32,Paris,French Open,27/05/2013,Grand Slam,Outdoor,Clay,1st Round,5,Kamke T.,Lorenzi P.,72,70,6,3,6,3,3,6,0,6,6,3,3,2,Completed
3328,32,Paris,French Open,27/05/2013,Grand Slam,Outdoor,Clay,1st Round,5,Cuevas P.,Mannarino A.,762,110,6,3,2,6,6,3,5,7,7,5,3,2,Completed
3337,32,Paris,French Open,27/05/2013,Grand Slam,Outdoor,Clay,1st Round,5,Lopez F.,Granollers M.,43,33,7,5,2,6,6,4,4,6,6,4,3,2,Completed
3345,32,Paris,French Open,27/05/2013,Grand Slam,Outdoor,Clay,1st Round,5,Gimeno-Traver D.,Monaco J.,49,17,4,6,4,6,7,6,6,4,6,4,3,2,Completed
3346,32,Paris,French Open,27/05/2013,Grand Slam,Outdoor,Clay,1st Round,5,Nieminen J.,Mathieu P.H.,38,69,6,4,4,6,7,6,4,6,6,2,3,2,Completed
3350,32,Paris,French Open,27/05/2013,Grand Slam,Outdoor,Clay,1st Round,5,Monfils G.,Berdych T.,81,6,7,6,6,4,6,7,6,7,7,5,3,2,Completed
3352,32,Paris,French Open,27/05/2013,Grand Slam,Outdoor,Clay,1st Round,5,Montanes A.,Johnson S.,47,130,6,4,3,6,6,3,3,6,6,1,3,2,Completed
3357,32,Paris,French Open,27/05/2014,Grand Slam,Outdoor,Clay,1st Round,5,Michon A.,Klahn B.,206,71,6,1,6,7,5,7,6,1,6,4,3,2,Completed
3364,32,Paris,French Open,27/05/2014,Grand Slam,Outdoor,Clay,1st Round,5,Haider-Maurer A.,Brands D.,104,131,4,6,4,6,6,2,6,3,6,4,3,2,Completed
3376,33,Paris,French Open,27/05/2015,Grand Slam,Outdoor,Clay,1st Round,5,Muller G.,Lorenzi P.,55,86,4,6,4,6,7,6,7,6,6,4,3,2,Completed
3377,33,Paris,French Open,27/05/2015,Grand Slam,Outdoor,Clay,2nd Round,5,Becker B.,Verdasco F.,48,34,6,4,0,6,1,6,7,5,10,8,3,2,Completed
3389,33,Paris,French Open,27/05/2015,Grand Slam,Outdoor,Clay,2nd Round,5,Monfils G.,Schwartzman D.,14,62,4,6,6,4,4,6,6,2,6,3,3,2,Completed
3393,33,Paris,French Open,27/05/2016,Grand Slam,Outdoor,Clay,3rd Round,5,Ramos-Vinolas A.,Sock J.,55,25,6,7,6,4,6,4,4,6,6,4,3,2,Completed
3395,33,Paris,French Open,27/05/2016,Grand Slam,Outdoor,Clay,3rd Round,5,Nishikori K.,Verdasco F.,6,52,6,3,6,4,3,6,2,6,6,4,3,2,Completed
3397,33,Paris,French Open,27/05/2016,Grand Slam,Outdoor,Clay,3rd Round,5,Isner J.,Gabashvili T.,17,79,7,6,4,6,2,6,6,4,6,2,3,2,Completed
3402,33,Paris,French Open,28/05/2001,Grand Slam,Outdoor,Clay,1st Round,5,Alami K.,Sanguinetti D.,109,58,6,7,6,1,6,7,6,4,6,1,3,2,Completed
3403,33,Paris,French Open,28/05/2001,Grand Slam,Outdoor,Clay,1st Round,5,Andersen J.F.,Thomann N.,200,134,7,6,0,6,6,7,6,2,6,4,3,2,Completed
3405,33,Paris,French Open,28/05/2001,Grand Slam,Outdoor,Clay,1st Round,5,Arthurs W.,Rafter P.,59,8,4,6,2,6,6,3,7,6,6,1,3,2,Completed
3406,33,Paris,French Open,28/05/2001,Grand Slam,Outdoor,Clay,1st Round,5,Balcells J.,Kiefer N.,61,28,6,2,1,6,4,6,6,3,8,6,3,2,Completed
3408,33,Paris,French Open,28/05/2001,Grand Slam,Outdoor,Clay,1st Round,5,Boutter J.,Costa A.,73,34,6,2,5,7,6,7,6,4,7,5,3,2,Completed
3409,33,Paris,French Open,28/05/2001,Grand Slam,Outdoor,Clay,1st Round,5,Bruguera S.,Llodra M.,65,110,3,6,6,7,6,2,6,4,6,3,3,2,Completed
3415,33,Paris,French Open,28/05/2001,Grand Slam,Outdoor,Clay,1st Round,5,Corretja A.,Zabaleta M.,13,103,2,6,7,6,6,3,4,6,6,1,3,2,Completed
3420,33,Paris,French Open,28/05/2001,Grand Slam,Outdoor,Clay,1st Round,5,El Aynaoui Y.,Medvedev A.,72,80,6,7,6,0,6,2,6,7,6,3,3,2,Completed
3424,33,Paris,French Open,28/05/2001,Grand Slam,Outdoor,Clay,1st Round,5,Gonzalez F.,Saulnier C.,160,141,2,6,6,2,1,6,7,5,6,4,3,2,Completed
3429,33,Paris,French Open,28/05/2001,Grand Slam,Outdoor,Clay,1st Round,5,Hrbaty D.,Gaudio G.,21,36,7,6,5,7,7,6,2,6,8,6,3,2,Completed
3431,33,Paris,French Open,28/05/2001,Grand Slam,Outdoor,Clay,1st Round,5,Knippschild J.,Vicente F.,95,44,6,4,6,2,4,6,2,6,8,6,3,2,Completed
3436,33,Paris,French Open,28/05/2001,Grand Slam,Outdoor,Clay,1st Round,5,Lisnard J.,Voltchkov V.,205,30,6,7,7,5,6,7,7,5,6,2,3,2,Completed
3443,33,Paris,French Open,28/05/2001,Grand Slam,Outdoor,Clay,1st Round,5,Novak J.,di Pasquale A.,55,69,1,6,6,7,6,4,6,0,6,4,3,2,Completed
3444,33,Paris,French Open,28/05/2001,Grand Slam,Outdoor,Clay,1st Round,5,Ondruska M.,Ljubicic I.,220,68,2,6,2,6,7,5,7,6,10,8,3,2,Completed
3447,33,Paris,French Open,28/05/2001,Grand Slam,Outdoor,Clay,1st Round,5,Puerta M.,Clement A.,93,12,7,6,3,6,7,6,1,6,9,7,3,2,Completed
3448,33,Paris,French Open,28/05/2001,Grand Slam,Outdoor,Clay,1st Round,5,Rios M.,Ferreira W.,39,19,3,6,6,4,3,6,6,4,6,1,3,2,Completed
3455,33,Paris,French Open,28/05/2001,Grand Slam,Outdoor,Clay,1st Round,5,Sampras P.,Kauffmann C.,5,250,6,3,4,6,6,2,3,6,8,6,3,2,Completed
3456,33,Paris,French Open,28/05/2001,Grand Slam,Outdoor,Clay,1st Round,5,Sanchez D.,Norman M.,89,9,4,6,4,6,7,6,6,1,6,2,3,2,Completed
3463,33,Paris,French Open,28/05/2001,Grand Slam,Outdoor,Clay,1st Round,5,Vinciguerra A.,Marin J.A.,38,158,3,6,7,5,6,1,2,6,6,3,3,2,Completed
3469,33,Paris,French Open,28/05/2001,Grand Slam,Outdoor,Clay,2nd Round,5,Canas G.,Martin A.,82,37,6,2,4,6,6,2,2,6,6,4,3,2,Completed
3475,33,Paris,French Open,28/05/2001,Grand Slam,Outdoor,Clay,2nd Round,5,Federer R.,Sargsian S.,18,115,4,6,3,6,6,2,6,4,9,7,3,2,Completed
3482,33,Paris,French Open,28/05/2001,Grand Slam,Outdoor,Clay,2nd Round,5,Larsson M.,Arazi H.,493,27,6,4,3,6,2,6,6,3,6,4,3,2,Completed
3489,33,Paris,French Open,28/05/2001,Grand Slam,Outdoor,Clay,2nd Round,5,Roddick A.,Chang M.,48,35,5,7,6,3,6,4,6,7,7,5,3,2,Completed
3491,33,Paris,French Open,28/05/2001,Grand Slam,Outdoor,Clay,2nd Round,5,Safin M.,Calatrava A.,2,47,6,3,3,6,6,3,6,7,6,3,3,2,Completed
3492,33,Paris,French Open,28/05/2001,Grand Slam,Outdoor,Clay,2nd Round,5,Sanchez D.,Moya C.,89,24,1,6,6,1,7,6,6,7,6,2,3,2,Completed
3499,33,Paris,French Open,28/05/2001,Grand Slam,Outdoor,Clay,3rd Round,5,Canas G.,Henman T.,82,11,4,6,6,4,6,4,3,6,7,5,3,2,Completed
3501,33,Paris,French Open,28/05/2001,Grand Slam,Outdoor,Clay,3rd Round,5,Enqvist T.,Novak J.,14,55,6,2,6,3,6,7,2,6,8,6,3,2,Completed
3504,33,Paris,French Open,28/05/2001,Grand Slam,Outdoor,Clay,3rd Round,5,Grosjean S.,Dupuis A.,10,75,6,4,2,6,3,6,6,4,6,2,3,2,Completed
3509,33,Paris,French Open,28/05/2001,Grand Slam,Outdoor,Clay,3rd Round,5,Russell M.,Malisse X.,122,63,3,6,6,4,6,1,1,6,6,4,3,2,Completed
3510,33,Paris,French Open,28/05/2001,Grand Slam,Outdoor,Clay,3rd Round,5,Santoro F.,Safin M.,43,2,6,4,6,4,4,6,0,6,6,1,3,2,Completed
3512,33,Paris,French Open,28/05/2001,Grand Slam,Outdoor,Clay,4th Round,5,Agassi A.,Squillari F.,3,16,4,6,6,2,6,4,1,6,6,0,3,2,Completed
3517,33,Paris,French Open,28/05/2001,Grand Slam,Outdoor,Clay,4th Round,5,Hewitt L.,Canas G.,6,82,3,6,6,7,6,2,6,3,6,3,3,2,Completed
3519,33,Paris,French Open,28/05/2001,Grand Slam,Outdoor,Clay,4th Round,5,Kuerten G.,Russell M.,1,122,3,6,4,6,7,6,6,3,6,1,3,2,Completed
3527,31,Paris,French Open,28/05/2003,Grand Slam,Outdoor,Clay,2nd Round,5,Saretta F.,Kafelnikov Y.,78,18,6,4,3,6,6,0,6,7,6,4,3,2,Completed
3528,31,Paris,French Open,28/05/2003,Grand Slam,Outdoor,Clay,2nd Round,5,Savolt A.,Youzhny M.,141,30,3,6,6,4,5,7,6,2,6,4,3,2,Completed
3534,31,Paris,French Open,28/05/2003,Grand Slam,Outdoor,Clay,2nd Round,5,Verkerk M.,Horna L.,46,88,4,6,6,4,4,6,7,5,6,2,3,2,Completed
3535,31,Paris,French Open,28/05/2003,Grand Slam,Outdoor,Clay,2nd Round,5,Malisse X.,Koubek S.,29,72,3,6,4,6,6,4,7,5,8,6,3,2,Completed
3538,31,Paris,French Open,28/05/2003,Grand Slam,Outdoor,Clay,2nd Round,5,Novak J.,Lopez M.,14,213,6,4,3,6,0,6,6,1,6,3,3,2,Completed
3540,31,Paris,French Open,28/05/2003,Grand Slam,Outdoor,Clay,2nd Round,5,Agassi A.,Ancic M.,2,74,5,7,1,6,6,4,6,2,7,5,3,2,Completed
3542,30,Paris,French Open,28/05/2004,Grand Slam,Outdoor,Clay,2nd Round,5,Safin M.,Mantilla F.,20,93,6,4,2,6,6,2,6,7,11,9,3,2,Completed
3571,31,Paris,French Open,28/05/2008,Grand Slam,Outdoor,Clay,1st Round,5,Hanescu V.,Sela D.,78,61,4,6,6,2,4,6,6,4,6,3,3,2,Completed
3572,31,Paris,French Open,28/05/2008,Grand Slam,Outdoor,Clay,1st Round,5,Chela J.I.,Isner J.,42,82,2,6,3,6,7,5,6,3,6,4,3,2,Completed
3574,31,Paris,French Open,28/05/2008,Grand Slam,Outdoor,Clay,1st Round,5,Benneteau J.,Spadea V.,55,112,6,4,6,4,3,6,3,6,6,3,3,2,Completed
3577,31,Paris,French Open,28/05/2008,Grand Slam,Outdoor,Clay,1st Round,5,Vassallo-Arguello M.,Lopez F.,107,35,7,6,6,4,3,6,4,6,6,3,3,2,Completed
3583,31,Paris,French Open,28/05/2008,Grand Slam,Outdoor,Clay,1st Round,5,Falla A.,Karlovic I.,108,21,3,6,7,6,7,6,5,7,6,4,3,2,Completed
3592,31,Paris,French Open,28/05/2008,Grand Slam,Outdoor,Clay,2nd Round,5,Mathieu P.H.,Hernandez O.,19,86,2,6,1,6,6,4,6,3,6,2,3,2,Completed
3596,31,Paris,French Open,28/05/2008,Grand Slam,Outdoor,Clay,2nd Round,5,Llodra M.,Berdych T.,41,13,6,3,4,6,5,7,6,3,6,4,3,2,Completed
3602,31,Paris,French Open,28/05/2009,Grand Slam,Outdoor,Clay,2nd Round,5,Chardy J.,Bolelli S.,39,58,6,2,6,3,4,6,4,6,6,1,3,2,Completed
3603,31,Paris,French Open,28/05/2009,Grand Slam,Outdoor,Clay,2nd Round,5,Andreev I.,Vassallo-Arguello M.,27,49,1,6,7,5,5,7,6,3,6,4,3,2,Completed
3607,31,Paris,French Open,28/05/2009,Grand Slam,Outdoor,Clay,2nd Round,5,Haas T.,Mayer L.,63,93,6,3,7,6,3,6,4,6,6,3,3,2,Completed
3616,31,Paris,French Open,28/05/2010,Grand Slam,Outdoor,Clay,2nd Round,5,Hewitt L.,Istomin D.,33,72,1,6,6,3,6,4,2,6,6,2,3,2,Completed
3625,31,Paris,French Open,28/05/2010,Grand Slam,Outdoor,Clay,2nd Round,5,Bellucci T.,Andujar P.,29,146,1,6,6,3,2,6,6,4,6,2,3,2,Completed
3628,31,Paris,French Open,28/05/2010,Grand Slam,Outdoor,Clay,2nd Round,5,Ljubicic I.,Fish M.,16,97,6,2,6,7,4,6,6,2,10,8,3,2,Completed
3631,31,Paris,French Open,28/05/2010,Grand Slam,Outdoor,Clay,3rd Round,5,Cilic M.,Mayer L.,12,57,6,4,3,6,7,5,6,7,6,4,3,2,Completed
3646,32,Paris,French Open,28/05/2012,Grand Slam,Outdoor,Clay,1st Round,5,Kukushkin M.,Gulbis E.,53,93,6,4,7,6,5,7,2,6,6,4,3,2,Completed
3657,32,Paris,French Open,28/05/2012,Grand Slam,Outdoor,Clay,1st Round,5,Clement A.,Bogomolov A.,139,46,6,2,3,6,4,6,7,6,5,4,2,2,Retired
3661,32,Paris,French Open,28/05/2012,Grand Slam,Outdoor,Clay,1st Round,5,Troicki V.,Bellucci T.,28,66,4,6,6,3,5,7,6,3,6,2,3,2,Completed
3664,32,Paris,French Open,28/05/2012,Grand Slam,Outdoor,Clay,1st Round,5,Anderson K.,Machado R.,34,80,7,6,6,7,4,6,6,1,11,9,3,2,Completed
3666,32,Paris,French Open,28/05/2012,Grand Slam,Outdoor,Clay,1st Round,5,Mathieu P.H.,Phau B.,261,84,2,6,4,6,6,4,6,3,6,0,3,2,Completed
3669,32,Paris,French Open,28/05/2012,Grand Slam,Outdoor,Clay,1st Round,5,Goffin D.,Stepanek R.,109,27,6,2,4,6,2,6,6,4,6,2,3,2,Completed
3684,32,Paris,French Open,28/05/2013,Grand Slam,Outdoor,Clay,1st Round,5,Pella G.,Dodig I.,83,51,4,6,6,4,6,3,2,6,12,10,3,2,Completed
3689,32,Paris,French Open,28/05/2014,Grand Slam,Outdoor,Clay,1st Round,5,Johnson S.,Lokoli L.,64,406,4,6,6,7,7,6,6,3,6,3,3,2,Completed
3691,32,Paris,French Open,28/05/2014,Grand Slam,Outdoor,Clay,2nd Round,5,Granollers M.,Dolgopolov O.,229,21,1,6,3,6,6,3,6,0,6,2,3,2,Completed
3697,32,Paris,French Open,28/05/2014,Grand Slam,Outdoor,Clay,2nd Round,5,Klizan M.,Haase R.,59,50,6,1,3,6,6,1,1,6,7,5,3,2,Completed
3709,33,Paris,French Open,28/05/2015,Grand Slam,Outdoor,Clay,2nd Round,5,Kokkinakis T.,Tomic B.,84,26,3,6,3,6,6,3,6,4,8,6,3,2,Completed
3711,33,Paris,French Open,28/05/2015,Grand Slam,Outdoor,Clay,2nd Round,5,Andujar P.,Kohlschreiber P.,42,28,6,1,7,6,3,6,3,6,6,4,3,2,Completed
3714,33,Paris,French Open,28/05/2015,Grand Slam,Outdoor,Clay,2nd Round,5,Coric B.,Robredo T.,46,19,7,5,3,6,6,2,4,6,6,4,3,2,Completed
3725,33,Paris,French Open,28/05/2016,Grand Slam,Outdoor,Clay,3rd Round,5,Goffin D.,Almagro N.,13,49,6,2,4,6,6,3,4,6,6,2,3,2,Completed
3733,32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Balcells J.,Bruguera S.,122,198,6,3,5,7,6,2,1,6,6,0,3,2,Completed
3737,32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Charpentier M.,Alami K.,230,30,6,7,6,4,6,3,1,6,6,3,3,2,Completed
3745,32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,El Aynaoui Y.,Lisnard J.,15,148,3,6,2,6,6,4,6,3,6,1,3,2,Completed
3756,32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Gumy H.,Moya C.,93,35,7,6,6,2,4,6,3,6,6,3,3,2,Completed
3765,32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Kafelnikov Y.,Ljubicic I.,4,85,6,4,6,4,3,6,3,6,6,4,3,2,Completed
3776,32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Philippoussis M.,Sampras P.,25,2,4,6,7,5,7,6,4,6,8,6,3,2,Completed
3784,32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Sargsian S.,Schalken S.,60,39,5,7,3,6,7,6,6,3,6,2,3,2,Completed
3785,32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Savolt A.,Rodriguez M.,149,111,3,6,3,6,6,4,6,4,6,2,3,2,Completed
3787,32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Stanoytchev O.,Huet S.,104,101,4,6,0,6,7,5,6,4,7,5,3,2,Completed
3790,32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Vanek J.,Berasategui A.,88,83,6,1,6,1,6,7,5,7,6,1,3,2,Completed
3791,32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Vicente F.,Mirnyi M.,31,57,3,6,5,7,6,3,6,4,6,4,3,2,Completed
3794,32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,2nd Round,5,Arazi H.,Hipfl M.,28,105,6,3,3,6,5,7,6,2,6,1,3,2,Completed
3797,32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,2nd Round,5,Corretja A.,Meligeni F.,10,42,4,6,6,3,6,3,4,6,6,3,3,2,Completed
3803,32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,2nd Round,5,Ferrero J.C.,Dosedel S.,16,55,1,6,2,6,6,2,6,4,6,4,3,2,Completed
3804,32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,2nd Round,5,Grosjean S.,Browne F.,34,123,6,1,6,3,2,6,6,7,6,2,3,2,Completed
3805,32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,2nd Round,5,Haas T.,Gaudenzi A.,21,74,4,6,3,6,7,6,7,6,6,1,3,2,Completed
3807,32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,2nd Round,5,Hewitt L.,Hantschk M.,9,94,2,6,6,3,3,6,6,2,6,3,3,2,Completed
3808,32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,2nd Round,5,Kafelnikov Y.,Zabaleta M.,4,46,6,2,3,6,6,7,6,4,6,4,3,2,Completed
3820,32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,2nd Round,5,Safin M.,Ilie A.,12,38,7,5,4,6,5,7,6,3,5,0,2,2,Retired
3821,32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,2nd Round,5,Sargsian S.,Clement A.,60,59,6,7,6,3,2,6,6,0,6,4,3,2,Completed
